dates,start,visitor,pts_visitor,home,pts_home,ot,attendance,arena,urls,id
"Mon, Mar 21, 2016",7:30p,Orlando Magic,96,Boston Celtics,107,,"18,624",TD Garden,https://www.basketball-reference.com/boxscores/pbp/201603210BOS.html,201603210BOS
"Mon, Mar 21, 2016",7:30p,Milwaukee Bucks,91,Detroit Pistons,92,,"13,577",The Palace of Auburn Hills,https://www.basketball-reference.com/boxscores/pbp/201603210DET.html,201603210DET
"Mon, Mar 21, 2016",8:00p,Washington Wizards,117,Atlanta Hawks,102,,"15,729",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201603210ATL.html,201603210ATL
"Mon, Mar 21, 2016",8:00p,Sacramento Kings,102,Chicago Bulls,109,,"21,531",United Center,https://www.basketball-reference.com/boxscores/pbp/201603210CHI.html,201603210CHI
"Mon, Mar 21, 2016",8:00p,Golden State Warriors,109,Minnesota Timberwolves,104,,"19,452",Target Center,https://www.basketball-reference.com/boxscores/pbp/201603210MIN.html,201603210MIN
"Mon, Mar 21, 2016",10:00p,Memphis Grizzlies,103,Phoenix Suns,97,,"15,868",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/201603210PHO.html,201603210PHO
"Tue, Mar 22, 2016",7:30p,Charlotte Hornets,105,Brooklyn Nets,100,,"15,739",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201603220BRK.html,201603220BRK
"Tue, Mar 22, 2016",8:00p,Miami Heat,113,New Orleans Pelicans,99,,"16,867",Smoothie King Center,https://www.basketball-reference.com/boxscores/pbp/201603220NOP.html,201603220NOP
"Tue, Mar 22, 2016",8:00p,Houston Rockets,107,Oklahoma City Thunder,111,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201603220OKC.html,201603220OKC
"Tue, Mar 22, 2016",10:30p,Memphis Grizzlies,100,Los Angeles Lakers,107,,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201603220LAL.html,201603220LAL
"Wed, Mar 23, 2016",7:00p,Milwaukee Bucks,104,Cleveland Cavaliers,113,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201603230CLE.html,201603230CLE
"Wed, Mar 23, 2016",7:00p,Atlanta Hawks,122,Washington Wizards,101,,"18,807",Verizon Center,https://www.basketball-reference.com/boxscores/pbp/201603230WAS.html,201603230WAS
"Wed, Mar 23, 2016",7:30p,Toronto Raptors,79,Boston Celtics,91,,"18,624",TD Garden,https://www.basketball-reference.com/boxscores/pbp/201603230BOS.html,201603230BOS
"Wed, Mar 23, 2016",7:30p,Orlando Magic,102,Detroit Pistons,118,,"16,609",The Palace of Auburn Hills,https://www.basketball-reference.com/boxscores/pbp/201603230DET.html,201603230DET
"Wed, Mar 23, 2016",8:00p,New York Knicks,115,Chicago Bulls,107,,"21,788",United Center,https://www.basketball-reference.com/boxscores/pbp/201603230CHI.html,201603230CHI
"Wed, Mar 23, 2016",8:00p,Utah Jazz,89,Houston Rockets,87,,"18,151",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201603230HOU.html,201603230HOU
"Wed, Mar 23, 2016",8:00p,Sacramento Kings,104,Minnesota Timberwolves,113,,"12,151",Target Center,https://www.basketball-reference.com/boxscores/pbp/201603230MIN.html,201603230MIN
"Wed, Mar 23, 2016",8:30p,Miami Heat,88,San Antonio Spurs,112,,"18,418",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/201603230SAS.html,201603230SAS
"Wed, Mar 23, 2016",9:00p,Philadelphia 76ers,103,Denver Nuggets,104,,"10,684",Pepsi Center,https://www.basketball-reference.com/boxscores/pbp/201603230DEN.html,201603230DEN
"Wed, Mar 23, 2016",10:00p,Los Angeles Lakers,107,Phoenix Suns,119,,"18,191",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/201603230PHO.html,201603230PHO
"Wed, Mar 23, 2016",10:00p,Dallas Mavericks,103,Portland Trail Blazers,109,,"19,819",Moda Center,https://www.basketball-reference.com/boxscores/pbp/201603230POR.html,201603230POR
"Wed, Mar 23, 2016",10:30p,Los Angeles Clippers,98,Golden State Warriors,114,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201603230GSW.html,201603230GSW
"Thu, Mar 24, 2016",7:00p,New Orleans Pelicans,84,Indiana Pacers,92,,"17,517",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201603240IND.html,201603240IND
"Thu, Mar 24, 2016",7:30p,Cleveland Cavaliers,95,Brooklyn Nets,104,,"17,732",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201603240BRK.html,201603240BRK
"Thu, Mar 24, 2016",7:30p,Chicago Bulls,94,New York Knicks,106,,"19,812",Madison Square Garden (IV),https://www.basketball-reference.com/boxscores/pbp/201603240NYK.html,201603240NYK
"Thu, Mar 24, 2016",8:00p,Utah Jazz,91,Oklahoma City Thunder,113,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201603240OKC.html,201603240OKC
"Thu, Mar 24, 2016",10:30p,Portland Trail Blazers,94,Los Angeles Clippers,96,,"19,359",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201603240LAC.html,201603240LAC
"Fri, Mar 25, 2016",7:00p,Minnesota Timberwolves,132,Washington Wizards,129,2OT,"20,356",Verizon Center,https://www.basketball-reference.com/boxscores/pbp/201603250WAS.html,201603250WAS
"Fri, Mar 25, 2016",7:30p,Charlotte Hornets,105,Detroit Pistons,112,,"17,209",The Palace of Auburn Hills,https://www.basketball-reference.com/boxscores/pbp/201603250DET.html,201603250DET
"Fri, Mar 25, 2016",8:00p,Milwaukee Bucks,90,Atlanta Hawks,101,,"17,070",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201603250ATL.html,201603250ATL
"Fri, Mar 25, 2016",8:00p,Toronto Raptors,109,Houston Rockets,112,,"18,230",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201603250HOU.html,201603250HOU
"Fri, Mar 25, 2016",8:00p,Orlando Magic,97,Miami Heat,108,,"19,918",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/201603250MIA.html,201603250MIA
"Fri, Mar 25, 2016",8:30p,Memphis Grizzlies,104,San Antonio Spurs,110,,"18,418",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/201603250SAS.html,201603250SAS
"Fri, Mar 25, 2016",10:00p,Phoenix Suns,94,Sacramento Kings,116,,"17,317",Sleep Train Arena,https://www.basketball-reference.com/boxscores/pbp/201603250SAC.html,201603250SAC
"Fri, Mar 25, 2016",10:30p,Dallas Mavericks,120,Golden State Warriors,128,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201603250GSW.html,201603250GSW
"Fri, Mar 25, 2016",10:30p,Denver Nuggets,116,Los Angeles Lakers,105,,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201603250LAL.html,201603250LAL
"Sat, Mar 26, 2016",6:00p,Indiana Pacers,110,Brooklyn Nets,120,,"16,625",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201603260BRK.html,201603260BRK
"Sat, Mar 26, 2016",7:00p,Toronto Raptors,115,New Orleans Pelicans,91,,"17,009",Smoothie King Center,https://www.basketball-reference.com/boxscores/pbp/201603260NOP.html,201603260NOP
"Sat, Mar 26, 2016",7:00p,Chicago Bulls,89,Orlando Magic,111,,"18,846",Amway Center,https://www.basketball-reference.com/boxscores/pbp/201603260ORL.html,201603260ORL
"Sat, Mar 26, 2016",7:30p,Atlanta Hawks,112,Detroit Pistons,95,,"17,857",The Palace of Auburn Hills,https://www.basketball-reference.com/boxscores/pbp/201603260DET.html,201603260DET
"Sat, Mar 26, 2016",7:30p,Cleveland Cavaliers,107,New York Knicks,93,,"19,812",Madison Square Garden (IV),https://www.basketball-reference.com/boxscores/pbp/201603260NYK.html,201603260NYK
"Sat, Mar 26, 2016",8:00p,Utah Jazz,93,Minnesota Timberwolves,84,,"14,694",Target Center,https://www.basketball-reference.com/boxscores/pbp/201603260MIN.html,201603260MIN
"Sat, Mar 26, 2016",8:00p,San Antonio Spurs,92,Oklahoma City Thunder,111,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201603260OKC.html,201603260OKC
"Sat, Mar 26, 2016",8:30p,Charlotte Hornets,115,Milwaukee Bucks,91,,"15,544",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201603260MIL.html,201603260MIL
"Sat, Mar 26, 2016",10:00p,Boston Celtics,102,Phoenix Suns,99,,"18,055",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/201603260PHO.html,201603260PHO
"Sat, Mar 26, 2016",10:00p,Philadelphia 76ers,105,Portland Trail Blazers,108,,"19,506",Moda Center,https://www.basketball-reference.com/boxscores/pbp/201603260POR.html,201603260POR
"Sun, Mar 27, 2016",3:30p,Denver Nuggets,90,Los Angeles Clippers,105,,"19,060",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201603270LAC.html,201603270LAC
"Sun, Mar 27, 2016",6:00p,Houston Rockets,101,Indiana Pacers,104,,"17,165",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201603270IND.html,201603270IND
"Sun, Mar 27, 2016",6:00p,Dallas Mavericks,111,Sacramento Kings,133,,"17,147",Sleep Train Arena,https://www.basketball-reference.com/boxscores/pbp/201603270SAC.html,201603270SAC
"Sun, Mar 27, 2016",8:00p,Philadelphia 76ers,105,Golden State Warriors,117,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201603270GSW.html,201603270GSW
"Sun, Mar 27, 2016",9:30p,Washington Wizards,101,Los Angeles Lakers,88,,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201603270LAL.html,201603270LAL
"Mon, Mar 28, 2016",7:30p,Brooklyn Nets,99,Miami Heat,110,,"20,003",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/201603280MIA.html,201603280MIA
"Mon, Mar 28, 2016",7:30p,Oklahoma City Thunder,119,Toronto Raptors,100,,"19,800",Air Canada Centre,https://www.basketball-reference.com/boxscores/pbp/201603280TOR.html,201603280TOR
"Mon, Mar 28, 2016",8:00p,Atlanta Hawks,102,Chicago Bulls,100,,"21,761",United Center,https://www.basketball-reference.com/boxscores/pbp/201603280CHI.html,201603280CHI
"Mon, Mar 28, 2016",8:00p,San Antonio Spurs,101,Memphis Grizzlies,87,,"17,133",FedEx Forum,https://www.basketball-reference.com/boxscores/pbp/201603280MEM.html,201603280MEM
"Mon, Mar 28, 2016",8:00p,Phoenix Suns,116,Minnesota Timberwolves,121,,"11,141",Target Center,https://www.basketball-reference.com/boxscores/pbp/201603280MIN.html,201603280MIN
"Mon, Mar 28, 2016",8:00p,New York Knicks,91,New Orleans Pelicans,99,,"17,000",Smoothie King Center,https://www.basketball-reference.com/boxscores/pbp/201603280NOP.html,201603280NOP
"Mon, Mar 28, 2016",9:00p,Dallas Mavericks,97,Denver Nuggets,88,,"14,844",Pepsi Center,https://www.basketball-reference.com/boxscores/pbp/201603280DEN.html,201603280DEN
"Mon, Mar 28, 2016",9:00p,Los Angeles Lakers,75,Utah Jazz,123,,"19,911",Vivint Smart Home Arena,https://www.basketball-reference.com/boxscores/pbp/201603280UTA.html,201603280UTA
"Mon, Mar 28, 2016",10:00p,Sacramento Kings,93,Portland Trail Blazers,105,,"19,393",Moda Center,https://www.basketball-reference.com/boxscores/pbp/201603280POR.html,201603280POR
"Mon, Mar 28, 2016",10:30p,Boston Celtics,90,Los Angeles Clippers,114,,"19,258",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201603280LAC.html,201603280LAC
"Tue, Mar 29, 2016",7:00p,Chicago Bulls,98,Indiana Pacers,96,,"17,050",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201603290IND.html,201603290IND
"Tue, Mar 29, 2016",7:00p,Brooklyn Nets,105,Orlando Magic,139,,"17,536",Amway Center,https://www.basketball-reference.com/boxscores/pbp/201603290ORL.html,201603290ORL
"Tue, Mar 29, 2016",7:00p,Charlotte Hornets,100,Philadelphia 76ers,85,,"14,486",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/201603290PHI.html,201603290PHI
"Tue, Mar 29, 2016",7:30p,Oklahoma City Thunder,82,Detroit Pistons,88,,"18,201",The Palace of Auburn Hills,https://www.basketball-reference.com/boxscores/pbp/201603290DET.html,201603290DET
"Tue, Mar 29, 2016",8:00p,Houston Rockets,106,Cleveland Cavaliers,100,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201603290CLE.html,201603290CLE
"Tue, Mar 29, 2016",10:30p,Washington Wizards,94,Golden State Warriors,102,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201603290GSW.html,201603290GSW
"Wed, Mar 30, 2016",7:30p,Atlanta Hawks,97,Toronto Raptors,105,,"19,800",Air Canada Centre,https://www.basketball-reference.com/boxscores/pbp/201603300TOR.html,201603300TOR
"Wed, Mar 30, 2016",8:00p,Denver Nuggets,109,Memphis Grizzlies,105,,"16,401",FedEx Forum,https://www.basketball-reference.com/boxscores/pbp/201603300MEM.html,201603300MEM
"Wed, Mar 30, 2016",8:00p,Phoenix Suns,94,Milwaukee Bucks,105,,"15,733",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201603300MIL.html,201603300MIL
"Wed, Mar 30, 2016",8:00p,Los Angeles Clippers,99,Minnesota Timberwolves,79,,"12,252",Target Center,https://www.basketball-reference.com/boxscores/pbp/201603300MIN.html,201603300MIN
"Wed, Mar 30, 2016",8:30p,New York Knicks,89,Dallas Mavericks,91,,"20,435",American Airlines Center,https://www.basketball-reference.com/boxscores/pbp/201603300DAL.html,201603300DAL
"Wed, Mar 30, 2016",8:30p,New Orleans Pelicans,92,San Antonio Spurs,100,,"18,418",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/201603300SAS.html,201603300SAS
"Wed, Mar 30, 2016",9:00p,Golden State Warriors,103,Utah Jazz,96,OT,"19,911",Vivint Smart Home Arena,https://www.basketball-reference.com/boxscores/pbp/201603300UTA.html,201603300UTA
"Wed, Mar 30, 2016",10:00p,Washington Wizards,111,Sacramento Kings,120,,"17,185",Sleep Train Arena,https://www.basketball-reference.com/boxscores/pbp/201603300SAC.html,201603300SAC
"Wed, Mar 30, 2016",10:30p,Miami Heat,100,Los Angeles Lakers,102,OT,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201603300LAL.html,201603300LAL
"Thu, Mar 31, 2016",7:00p,Brooklyn Nets,87,Cleveland Cavaliers,107,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201603310CLE.html,201603310CLE
"Thu, Mar 31, 2016",7:00p,Chicago Bulls,103,Houston Rockets,100,,"18,244",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201603310HOU.html,201603310HOU
"Thu, Mar 31, 2016",7:00p,Orlando Magic,114,Indiana Pacers,94,,"17,234",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201603310IND.html,201603310IND
"Thu, Mar 31, 2016",8:00p,Denver Nuggets,95,New Orleans Pelicans,101,,"16,269",Smoothie King Center,https://www.basketball-reference.com/boxscores/pbp/201603310NOP.html,201603310NOP
"Thu, Mar 31, 2016",9:30p,Los Angeles Clippers,117,Oklahoma City Thunder,119,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201603310OKC.html,201603310OKC
"Thu, Mar 31, 2016",10:00p,Boston Celtics,109,Portland Trail Blazers,116,,"19,393",Moda Center,https://www.basketball-reference.com/boxscores/pbp/201603310POR.html,201603310POR
"Fri, Apr 1, 2016",7:00p,Philadelphia 76ers,91,Charlotte Hornets,100,,"19,244",Time Warner Cable Arena,https://www.basketball-reference.com/boxscores/pbp/201604010CHO.html,201604010CHO
"Fri, Apr 1, 2016",7:30p,Dallas Mavericks,98,Detroit Pistons,89,,"19,031",The Palace of Auburn Hills,https://www.basketball-reference.com/boxscores/pbp/201604010DET.html,201604010DET
"Fri, Apr 1, 2016",7:30p,Brooklyn Nets,91,New York Knicks,105,,"19,812",Madison Square Garden (IV),https://www.basketball-reference.com/boxscores/pbp/201604010NYK.html,201604010NYK
"Fri, Apr 1, 2016",8:00p,Cleveland Cavaliers,110,Atlanta Hawks,108,OT,"19,427",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201604010ATL.html,201604010ATL
"Fri, Apr 1, 2016",8:00p,Toronto Raptors,99,Memphis Grizzlies,95,,"17,077",FedEx Forum,https://www.basketball-reference.com/boxscores/pbp/201604010MEM.html,201604010MEM
"Fri, Apr 1, 2016",8:00p,Orlando Magic,110,Milwaukee Bucks,113,,"16,268",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201604010MIL.html,201604010MIL
"Fri, Apr 1, 2016",9:00p,Minnesota Timberwolves,85,Utah Jazz,98,,"19,911",Vivint Smart Home Arena,https://www.basketball-reference.com/boxscores/pbp/201604010UTA.html,201604010UTA
"Fri, Apr 1, 2016",10:00p,Miami Heat,112,Sacramento Kings,106,,"17,317",Sleep Train Arena,https://www.basketball-reference.com/boxscores/pbp/201604010SAC.html,201604010SAC
"Fri, Apr 1, 2016",10:30p,Boston Celtics,109,Golden State Warriors,106,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201604010GSW.html,201604010GSW
"Fri, Apr 1, 2016",10:30p,Washington Wizards,106,Phoenix Suns,99,,"17,345",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/201604010PHO.html,201604010PHO
"Sat, Apr 2, 2016",7:30p,Indiana Pacers,115,Philadelphia 76ers,102,,"19,213",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/201604020PHI.html,201604020PHI
"Sat, Apr 2, 2016",8:00p,Detroit Pistons,94,Chicago Bulls,90,,"22,197",United Center,https://www.basketball-reference.com/boxscores/pbp/201604020CHI.html,201604020CHI
"Sat, Apr 2, 2016",8:30p,Toronto Raptors,95,San Antonio Spurs,102,,"18,418",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/201604020SAS.html,201604020SAS
"Sat, Apr 2, 2016",9:00p,Sacramento Kings,115,Denver Nuggets,106,,"15,607",Pepsi Center,https://www.basketball-reference.com/boxscores/pbp/201604020DEN.html,201604020DEN
"Sat, Apr 2, 2016",10:00p,Miami Heat,93,Portland Trail Blazers,110,,"19,633",Moda Center,https://www.basketball-reference.com/boxscores/pbp/201604020POR.html,201604020POR
"Sun, Apr 3, 2016",1:00p,New Orleans Pelicans,106,Brooklyn Nets,87,,"16,329",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201604030BRK.html,201604030BRK
"Sun, Apr 3, 2016",3:30p,Charlotte Hornets,103,Cleveland Cavaliers,112,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201604030CLE.html,201604030CLE
"Sun, Apr 3, 2016",3:30p,Oklahoma City Thunder,110,Houston Rockets,118,,"18,462",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201604030HOU.html,201604030HOU
"Sun, Apr 3, 2016",3:30p,Washington Wizards,109,Los Angeles Clippers,114,,"19,060",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201604030LAC.html,201604030LAC
"Sun, Apr 3, 2016",3:30p,Dallas Mavericks,88,Minnesota Timberwolves,78,,"16,117",Target Center,https://www.basketball-reference.com/boxscores/pbp/201604030MIN.html,201604030MIN
"Sun, Apr 3, 2016",6:00p,Memphis Grizzlies,107,Orlando Magic,119,,"17,741",Amway Center,https://www.basketball-reference.com/boxscores/pbp/201604030ORL.html,201604030ORL
"Sun, Apr 3, 2016",6:00p,Utah Jazz,101,Phoenix Suns,86,,"17,279",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/201604030PHO.html,201604030PHO
"Sun, Apr 3, 2016",7:00p,Chicago Bulls,102,Milwaukee Bucks,98,,"15,768",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201604030MIL.html,201604030MIL
"Sun, Apr 3, 2016",7:30p,Indiana Pacers,92,New York Knicks,87,,"19,812",Madison Square Garden (IV),https://www.basketball-reference.com/boxscores/pbp/201604030NYK.html,201604030NYK
"Sun, Apr 3, 2016",8:00p,Portland Trail Blazers,111,Golden State Warriors,136,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201604030GSW.html,201604030GSW
"Sun, Apr 3, 2016",9:30p,Boston Celtics,107,Los Angeles Lakers,100,,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201604030LAL.html,201604030LAL
"Tue, Apr 5, 2016",7:00p,New Orleans Pelicans,93,Philadelphia 76ers,107,,"10,978",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/201604050PHI.html,201604050PHI
"Tue, Apr 5, 2016",7:30p,Charlotte Hornets,90,Toronto Raptors,96,,"19,800",Air Canada Centre,https://www.basketball-reference.com/boxscores/pbp/201604050TOR.html,201604050TOR
